feature	Taxon	Confidence
8ea575b31bfaf9e94293d92589518814	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9928262719013743
038bd2fe69001676b3aa883be1d260a9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999998267998657
ff0ae5bad30404628f86d4bbc36894b6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9989245385431184
41303c1dc7fc7945fe948e380d831c3f	k__Bacteria	0.9088961444896205
03c051fd1027cae38c10d6c4cfd8c093	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__	0.9997390228207977
56bdbf0a7c4d263680b13a2d6dc53a76	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999992558588742
5d904a76bf2eaa62870e56c289615233	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium	0.7373254020090921
3accd06916e1584eeb9738458fbd0d06	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999997784936557
afab7e82c7bd109762e0e30e09e8049a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9101982009587942
586e0e5b39e0caf9a25cb16e169fa52f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__	0.9995913995750539
be528e3ea3f90552d341dc0889802599	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__	0.9999997450881649
0f4b8f7719cdcb622dd561a6f54e4a95	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9562394205156891
15cfbc63078f5b45bcb8c73a3608dc7a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.9995224155679525
607ca49d4f2cc76b796bd4c03df110b1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999999266526371
68e2360a0ca19aa131e6291d93a8ea2f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9723923735511363
7e5a8f50a855b44cd24a1fdf9ccabc65	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__	0.9999996485401588
b59087b76c3ceade53e4c1a8f1d95042	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.7676177137850014
e5296758273e468a6a27d0d6fb475357	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999518016758
c0680004c14f2cce1c952e2eec8b43b0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8593902692529116
167ca5092bba94dcd881e562fd405792	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium; s__methylpentosum	0.9533424470040852
2602031e4e35890a7f5dd98fa3362c40	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	0.7653534499528045
54379d458149f622fdff2a0813e2c934	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.981533205584382
181b6f50af432d4d6d84d032ad6d07d2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999987001908642
a369a99d0eedb709160ba9485d1925f1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9990553785134826
895944bf8cce74e3b655a351b9c422b8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9883442052915046
928546c914ac4eddd2d8e0f3971918aa	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999999991759625
503cf84e8ae3626230bc439d58149961	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999716862615
7dbc109ba2aee07a9df186fd273eb7ed	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9847558292804074
